País,Liga,Temporada,Fecha,Equipo Local,Equipo Visitante,Goles Local,Goles Visitante,Resultado,Goles Medio Tiempo Local,Goles Medio Tiempo Visitante,Resultado Medio Tiempo,Puntos_Local,Puntos_Visitante
España,LaLiga,1996/1997,1997-02-16 00:00:00,Barcelona,Santander,1.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-16 00:00:00,Celta,Hercules,3.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-16 00:00:00,Extremadura,Vallecano,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-02-16 00:00:00,La Coruna,Ath Madrid,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-02-16 00:00:00,Logrones,Compostela,1.0,1.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-02-16 00:00:00,Sp Gijon,Sociedad,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-02-16 00:00:00,Valladolid,Espanol,2.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-02-18 00:00:00,Compostela,Sevilla,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-19 00:00:00,Ath Madrid,Logrones,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-19 00:00:00,Betis,Celta,1.0,1.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-02-19 00:00:00,Espanol,Ath Bilbao,0.0,2.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-02-19 00:00:00,Hercules,La Coruna,1.0,3.0,A,1.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-02-19 00:00:00,Oviedo,Extremadura,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-02-19 00:00:00,Santander,Valladolid,2.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-02-19 00:00:00,Tenerife,Valencia,2.0,1.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-02-19 00:00:00,Vallecano,Real Madrid,1.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-19 00:00:00,Zaragoza,Sp Gijon,5.0,0.0,H,3.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-20 00:00:00,Sociedad,Barcelona,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-22 00:00:00,Hercules,Ath Madrid,0.0,2.0,A,0.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-02-23 00:00:00,Ath Bilbao,Santander,2.0,2.0,D,0.0,1.0,A,1,1
España,LaLiga,1996/1997,1997-02-23 00:00:00,Barcelona,Zaragoza,4.0,1.0,H,3.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-23 00:00:00,Celta,Vallecano,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-23 00:00:00,Extremadura,Espanol,3.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-23 00:00:00,La Coruna,Betis,3.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-23 00:00:00,Real Madrid,Oviedo,6.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-23 00:00:00,Sevilla,Logrones,1.0,4.0,A,0.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-02-23 00:00:00,Sp Gijon,Tenerife,2.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-23 00:00:00,Valladolid,Sociedad,3.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-02-24 00:00:00,Valencia,Compostela,2.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-03-01 00:00:00,Ath Madrid,Sevilla,3.0,2.0,H,2.0,1.0,H,3,0
España,LaLiga,1996/1997,1997-03-01 00:00:00,Logrones,Valencia,2.0,1.0,H,0.0,1.0,A,3,0
España,LaLiga,1996/1997,1997-03-01 00:00:00,Tenerife,Barcelona,4.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-01 00:00:00,Vallecano,La Coruna,1.0,2.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-03-02 00:00:00,Betis,Hercules,2.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-02 00:00:00,Compostela,Sp Gijon,2.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-02 00:00:00,Oviedo,Celta,2.0,1.0,H,0.0,1.0,A,3,0
España,LaLiga,1996/1997,1997-03-02 00:00:00,Santander,Extremadura,2.0,3.0,A,0.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-03-02 00:00:00,Sociedad,Ath Bilbao,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-03-02 00:00:00,Zaragoza,Valladolid,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-03-03 00:00:00,Espanol,Real Madrid,0.0,2.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-03-05 00:00:00,Vallecano,Sevilla,2.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-03-06 00:00:00,Sp Gijon,Betis,2.0,4.0,A,1.0,1.0,D,0,3
España,LaLiga,1996/1997,1997-03-08 00:00:00,Valencia,Sevilla,4.0,2.0,H,2.0,1.0,H,3,0
España,LaLiga,1996/1997,1997-03-09 00:00:00,Ath Bilbao,Zaragoza,2.0,2.0,D,2.0,1.0,H,1,1
España,LaLiga,1996/1997,1997-03-09 00:00:00,Barcelona,Compostela,3.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-09 00:00:00,Betis,Ath Madrid,3.0,2.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-03-09 00:00:00,Celta,Espanol,2.0,2.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-03-09 00:00:00,Extremadura,Sociedad,1.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-09 00:00:00,Hercules,Vallecano,1.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-09 00:00:00,La Coruna,Oviedo,3.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-09 00:00:00,Sp Gijon,Logrones,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-09 00:00:00,Valladolid,Tenerife,0.0,2.0,A,0.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-03-10 00:00:00,Real Madrid,Santander,2.0,1.0,H,0.0,1.0,A,3,0
España,LaLiga,1996/1997,1997-03-14 00:00:00,Tenerife,Ath Bilbao,3.0,3.0,D,2.0,2.0,D,1,1
España,LaLiga,1996/1997,1997-03-15 00:00:00,Ath Madrid,Valencia,1.0,4.0,A,0.0,3.0,A,0,3
España,LaLiga,1996/1997,1997-03-15 00:00:00,Espanol,La Coruna,0.0,1.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-03-16 00:00:00,Compostela,Valladolid,1.0,1.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-03-16 00:00:00,Logrones,Barcelona,0.0,1.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-03-16 00:00:00,Oviedo,Hercules,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-16 00:00:00,Santander,Celta,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-03-16 00:00:00,Sevilla,Sp Gijon,2.0,1.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-03-16 00:00:00,Vallecano,Betis,0.0,4.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-03-16 00:00:00,Zaragoza,Extremadura,3.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-03-17 00:00:00,Sociedad,Real Madrid,1.0,2.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-03-22 00:00:00,Betis,Oviedo,4.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-22 00:00:00,Celta,Sociedad,1.0,1.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-03-23 00:00:00,Ath Bilbao,Compostela,2.0,2.0,D,1.0,0.0,H,1,1
España,LaLiga,1996/1997,1997-03-23 00:00:00,Barcelona,Sevilla,4.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-03-23 00:00:00,Extremadura,Tenerife,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-23 00:00:00,Hercules,Espanol,1.0,2.0,A,1.0,0.0,H,0,3
España,LaLiga,1996/1997,1997-03-23 00:00:00,La Coruna,Santander,2.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-03-23 00:00:00,Real Madrid,Zaragoza,2.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-23 00:00:00,Valladolid,Logrones,2.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-03-23 00:00:00,Vallecano,Ath Madrid,1.0,2.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-03-24 00:00:00,Sp Gijon,Valencia,2.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-29 00:00:00,Sociedad,La Coruna,1.0,1.0,D,1.0,0.0,H,1,1
España,LaLiga,1996/1997,1997-03-30 00:00:00,Compostela,Extremadura,4.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-03-30 00:00:00,Espanol,Betis,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-03-30 00:00:00,Logrones,Ath Bilbao,1.0,4.0,A,1.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-03-30 00:00:00,Oviedo,Vallecano,0.0,2.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-03-30 00:00:00,Santander,Hercules,1.0,2.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-03-30 00:00:00,Sevilla,Valladolid,2.0,2.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-03-30 00:00:00,Tenerife,Real Madrid,1.0,1.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-03-30 00:00:00,Valencia,Barcelona,1.0,1.0,D,1.0,0.0,H,1,1
España,LaLiga,1996/1997,1997-03-30 00:00:00,Zaragoza,Celta,1.0,1.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-03-31 00:00:00,Ath Madrid,Sp Gijon,2.0,1.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-05 00:00:00,Celta,Tenerife,3.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-04-05 00:00:00,Oviedo,Ath Madrid,4.0,1.0,H,3.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-06 00:00:00,Ath Bilbao,Sevilla,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-04-06 00:00:00,Barcelona,Sp Gijon,4.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-06 00:00:00,Betis,Santander,2.0,2.0,D,2.0,1.0,H,1,1
España,LaLiga,1996/1997,1997-04-06 00:00:00,Extremadura,Logrones,3.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-06 00:00:00,Hercules,Sociedad,2.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-06 00:00:00,La Coruna,Zaragoza,1.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-06 00:00:00,Valladolid,Valencia,4.0,1.0,H,3.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-06 00:00:00,Vallecano,Espanol,0.0,1.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-04-07 00:00:00,Real Madrid,Compostela,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-04-12 00:00:00,Sevilla,Extremadura,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-04-12 00:00:00,Tenerife,La Coruna,2.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-12 00:00:00,Valencia,Ath Bilbao,5.0,2.0,H,5.0,1.0,H,3,0
España,LaLiga,1996/1997,1997-04-13 00:00:00,Ath Madrid,Barcelona,2.0,5.0,A,1.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-04-13 00:00:00,Compostela,Celta,2.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-04-13 00:00:00,Logrones,Real Madrid,0.0,2.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-04-13 00:00:00,Santander,Vallecano,1.0,2.0,A,1.0,0.0,H,0,3
España,LaLiga,1996/1997,1997-04-13 00:00:00,Sociedad,Betis,0.0,1.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-04-13 00:00:00,Sp Gijon,Valladolid,1.0,2.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-04-13 00:00:00,Zaragoza,Hercules,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-14 00:00:00,Espanol,Oviedo,2.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-04-15 00:00:00,Extremadura,Valencia,1.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-16 00:00:00,Ath Bilbao,Sp Gijon,4.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-16 00:00:00,Betis,Zaragoza,2.0,2.0,D,2.0,1.0,H,1,1
España,LaLiga,1996/1997,1997-04-16 00:00:00,Celta,Logrones,4.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-16 00:00:00,Hercules,Tenerife,3.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-16 00:00:00,La Coruna,Compostela,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-04-16 00:00:00,Real Madrid,Sevilla,4.0,2.0,H,0.0,2.0,A,3,0
España,LaLiga,1996/1997,1997-04-16 00:00:00,Valladolid,Barcelona,3.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-04-16 00:00:00,Vallecano,Sociedad,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-04-17 00:00:00,Espanol,Ath Madrid,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-04-17 00:00:00,Oviedo,Santander,1.0,5.0,A,1.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-04-19 00:00:00,Tenerife,Betis,0.0,1.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-04-20 00:00:00,Ath Madrid,Valladolid,3.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-20 00:00:00,Barcelona,Ath Bilbao,2.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-04-20 00:00:00,Compostela,Hercules,2.0,2.0,D,1.0,0.0,H,1,1
España,LaLiga,1996/1997,1997-04-20 00:00:00,Logrones,La Coruna,1.0,2.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-04-20 00:00:00,Santander,Espanol,1.0,1.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-04-20 00:00:00,Sevilla,Celta,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-20 00:00:00,Sociedad,Oviedo,1.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-04-20 00:00:00,Sp Gijon,Extremadura,1.0,1.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-04-20 00:00:00,Zaragoza,Vallecano,3.0,2.0,H,1.0,2.0,A,3,0
España,LaLiga,1996/1997,1997-04-21 00:00:00,Valencia,Real Madrid,1.0,1.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-05-03 00:00:00,La Coruna,Sevilla,3.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-05-04 00:00:00,Ath Bilbao,Valladolid,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-05-04 00:00:00,Betis,Compostela,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-05-04 00:00:00,Celta,Valencia,1.0,1.0,D,1.0,0.0,H,1,1
España,LaLiga,1996/1997,1997-05-04 00:00:00,Espanol,Sociedad,3.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-05-04 00:00:00,Hercules,Logrones,1.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-05-04 00:00:00,Oviedo,Zaragoza,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-04 00:00:00,Real Madrid,Sp Gijon,3.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-05-04 00:00:00,Santander,Ath Madrid,1.0,1.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-05-04 00:00:00,Vallecano,Tenerife,1.0,2.0,A,1.0,0.0,H,0,3
España,LaLiga,1996/1997,1997-05-05 00:00:00,Extremadura,Barcelona,1.0,3.0,A,1.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-05-10 00:00:00,Barcelona,Real Madrid,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-10 00:00:00,Valladolid,Extremadura,4.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-05-11 00:00:00,Ath Madrid,Ath Bilbao,2.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-05-11 00:00:00,Compostela,Vallecano,2.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-05-11 00:00:00,Logrones,Betis,2.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-05-11 00:00:00,Sevilla,Hercules,5.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-05-11 00:00:00,Sociedad,Santander,2.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-11 00:00:00,Sp Gijon,Celta,2.0,1.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-11 00:00:00,Tenerife,Oviedo,2.0,2.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-05-11 00:00:00,Zaragoza,Espanol,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-12 00:00:00,Valencia,La Coruna,1.0,1.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-05-15 00:00:00,Tenerife,Ath Madrid,2.0,3.0,A,2.0,1.0,H,0,3
España,LaLiga,1996/1997,1997-05-17 00:00:00,Betis,Sevilla,3.0,3.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-05-18 00:00:00,Espanol,Tenerife,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-18 00:00:00,Extremadura,Ath Bilbao,1.0,2.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-05-18 00:00:00,Hercules,Valencia,0.0,2.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-05-18 00:00:00,La Coruna,Sp Gijon,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-05-18 00:00:00,Oviedo,Compostela,2.0,2.0,D,2.0,0.0,H,1,1
España,LaLiga,1996/1997,1997-05-18 00:00:00,Real Madrid,Valladolid,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-18 00:00:00,Santander,Zaragoza,1.0,2.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-05-18 00:00:00,Sociedad,Ath Madrid,1.0,1.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-05-18 00:00:00,Vallecano,Logrones,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-19 00:00:00,Celta,Barcelona,1.0,3.0,A,0.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-05-24 00:00:00,Barcelona,La Coruna,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-25 00:00:00,Ath Bilbao,Real Madrid,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-25 00:00:00,Ath Madrid,Extremadura,1.0,1.0,D,0.0,1.0,A,1,1
España,LaLiga,1996/1997,1997-05-25 00:00:00,Compostela,Espanol,3.0,1.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-05-25 00:00:00,Logrones,Oviedo,1.0,1.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-05-25 00:00:00,Sevilla,Vallecano,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-05-25 00:00:00,Sp Gijon,Hercules,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-05-25 00:00:00,Tenerife,Santander,2.0,2.0,D,1.0,1.0,D,1,1
España,LaLiga,1996/1997,1997-05-25 00:00:00,Valladolid,Celta,0.0,1.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-05-25 00:00:00,Zaragoza,Sociedad,3.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-05-26 00:00:00,Valencia,Betis,1.0,1.0,D,0.0,1.0,A,1,1
España,LaLiga,1996/1997,1997-05-31 00:00:00,Betis,Sp Gijon,0.0,1.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-05-31 00:00:00,Vallecano,Valencia,3.0,1.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-01 00:00:00,Celta,Ath Bilbao,0.0,2.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-06-01 00:00:00,Espanol,Logrones,5.0,1.0,H,3.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-01 00:00:00,Hercules,Barcelona,2.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-06-01 00:00:00,La Coruna,Valladolid,0.0,2.0,A,0.0,1.0,A,0,3
España,LaLiga,1996/1997,1997-06-01 00:00:00,Oviedo,Sevilla,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-06-01 00:00:00,Real Madrid,Extremadura,5.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-01 00:00:00,Santander,Compostela,2.0,2.0,D,0.0,1.0,A,1,1
España,LaLiga,1996/1997,1997-06-02 00:00:00,Sociedad,Tenerife,3.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-02 00:00:00,Zaragoza,Ath Madrid,2.0,3.0,A,0.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-06-14 00:00:00,Real Madrid,Ath Madrid,3.0,1.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-15 00:00:00,Barcelona,Betis,3.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-15 00:00:00,Compostela,Sociedad,1.0,2.0,A,0.0,0.0,D,0,3
España,LaLiga,1996/1997,1997-06-15 00:00:00,Extremadura,Celta,2.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-06-15 00:00:00,Logrones,Santander,1.0,1.0,D,1.0,0.0,H,1,1
España,LaLiga,1996/1997,1997-06-15 00:00:00,Sevilla,Espanol,3.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-15 00:00:00,Sp Gijon,Vallecano,3.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-15 00:00:00,Tenerife,Zaragoza,3.0,3.0,D,1.0,2.0,A,1,1
España,LaLiga,1996/1997,1997-06-15 00:00:00,Valencia,Oviedo,2.0,1.0,H,1.0,1.0,D,3,0
España,LaLiga,1996/1997,1997-06-15 00:00:00,Valladolid,Hercules,1.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-16 00:00:00,Ath Bilbao,La Coruna,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-06-21 00:00:00,Betis,Valladolid,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-21 00:00:00,Espanol,Valencia,3.0,2.0,H,0.0,1.0,A,3,0
España,LaLiga,1996/1997,1997-06-22 00:00:00,Celta,Real Madrid,4.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1996/1997,1997-06-22 00:00:00,Hercules,Ath Bilbao,3.0,2.0,H,3.0,1.0,H,3,0
España,LaLiga,1996/1997,1997-06-22 00:00:00,La Coruna,Extremadura,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1996/1997,1997-06-22 00:00:00,Oviedo,Sp Gijon,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1996/1997,1997-06-22 00:00:00,Santander,Sevilla,1.0,4.0,A,0.0,2.0,A,0,3
España,LaLiga,1996/1997,1997-06-22 00:00:00,Sociedad,Logrones,2.0,1.0,H,2.0,1.0,H,3,0
España,LaLiga,1996/1997,1997-06-22 00:00:00,Vallecano,Barcelona,1.0,2.0,A,1.0,1.0,D,0,3
España,LaLiga,1996/1997,1997-06-22 00:00:00,Zaragoza,Compostela,1.0,3.0,A,1.0,0.0,H,0,3
España,LaLiga,1996/1997,1997-06-23 00:00:00,Ath Madrid,Tenerife,0.0,3.0,A,0.0,1.0,A,0,3
España,LaLiga,1997/1998,1997-08-30 00:00:00,Real Madrid,Ath Madrid,1.0,1.0,D,0.0,1.0,A,1,1
España,LaLiga,1997/1998,1997-08-31 00:00:00,Ath Bilbao,Espanol,1.0,3.0,A,1.0,3.0,A,0,3
España,LaLiga,1997/1998,1997-08-31 00:00:00,Barcelona,Sociedad,3.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1997/1998,1997-08-31 00:00:00,Celta,Zaragoza,2.0,1.0,H,0.0,0.0,D,3,0
España,LaLiga,1997/1998,1997-08-31 00:00:00,Compostela,Sp Gijon,2.0,0.0,H,1.0,0.0,H,3,0
España,LaLiga,1997/1998,1997-08-31 00:00:00,Mallorca,Valencia,2.0,1.0,H,1.0,0.0,H,3,0
España,LaLiga,1997/1998,1997-08-31 00:00:00,Oviedo,Merida,2.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1997/1998,1997-08-31 00:00:00,Santander,Salamanca,1.0,0.0,H,0.0,0.0,D,3,0
España,LaLiga,1997/1998,1997-08-31 00:00:00,Tenerife,La Coruna,0.0,0.0,D,0.0,0.0,D,1,1
España,LaLiga,1997/1998,1997-09-01 00:00:00,Valladolid,Betis,1.0,3.0,A,1.0,0.0,H,0,3
España,LaLiga,1997/1998,1997-09-06 00:00:00,Ath Madrid,Valladolid,5.0,0.0,H,2.0,0.0,H,3,0
España,LaLiga,1997/1998,1997-09-06 00:00:00,Betis,Ath Bilbao,1.0,1.0,D,0.0,0.0,D,1,1
España,LaLiga,1997/1998,1997-09-07 00:00:00,Espanol,Celta,1.0,1.0,D,0.0,0.0,D,1,1
